value,count
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,1
15,1
16,3
17,0
18,3
19,0
20,6
21,6
22,9
23,10
24,22
25,28
26,34
27,55
28,51
29,49
30,53
31,41
32,38
33,48
34,66
35,65
36,70
37,80
38,65
39,78
40,86
41,110
42,106
43,109
44,127
45,136
46,140
47,180
48,162
49,180
50,191
51,177
52,215
53,246
54,242
55,288
56,319
57,352
58,355
59,409
60,418
61,460
62,466
63,483
64,539
65,594
66,634
67,655
68,672
69,729
70,816
71,845
72,844
73,885
74,964
75,1062
76,1110
77,1084
78,1135
79,1222
80,1253
81,1302
82,1366
83,13981
84,7666
85,8169
86,8055
87,7400
88,7939
89,8791
90,9610
91,13480
92,8508
93,6820
94,6943
95,7049
96,7129
97,7295
98,7488
99,7375
100,7836
101,8098
102,8223
103,8479
104,8663
105,8963
106,9305
107,9531
108,9704
109,10266
110,10825
111,10883
112,11312
113,11925
114,11940
115,12739
116,13274
117,13687
118,14067
119,14620
120,15186
121,15764
122,16431
123,16778
124,17539
125,18441
126,18915
127,19853
128,19997
129,21146
130,21629
131,22284
132,23245
133,24003
134,24664
135,25070
136,25956
137,26661
138,27250
139,27703
140,28591
141,28975
142,29482
143,30320
144,30565
145,31572
146,32045
147,32556
148,32776
149,33004
150,33531
151,33851
152,34176
153,34268
154,34734
155,34936
156,35572
157,35745
158,35771
159,36418
160,36399
161,36534
162,36963
163,37011
164,37614
165,38093
166,38217
167,38190
168,39024
169,39483
170,39748
171,39960
172,40294
173,40822
174,41215
175,41776
176,42374
177,42412
178,42953
179,43700
180,44674
181,44831
182,45741
183,46390
184,47121
185,47735
186,48310
187,48985
188,49890
189,50586
190,51780
191,52609
192,53585
193,54925
194,55360
195,56598
196,58005
197,59119
198,60658
199,61451
200,62772
201,64146
202,65109
203,67077
204,68000
205,69749
206,71336
207,73363
208,75093
209,76935
210,79318
211,80500
212,83496
213,86223
214,89051
215,91834
216,95310
217,98922
218,102955
219,106013
220,109901
221,112743
222,114741
223,114139
224,110950
225,104914
226,95103
227,84097
228,71022
229,58713
230,46821
231,36710
232,28090
233,21650
234,16159
235,11891
236,8709
237,6306
238,4383
239,3031
240,2042
241,1355
242,972
243,588
244,376
245,252
246,140
247,90
248,60
249,25
250,16
251,6
252,2
253,2
254,0
255,1
