value,count
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,1
11,0
12,0
13,2
14,1
15,3
16,1
17,5
18,3
19,2
20,10
21,11
22,2
23,20
24,11
25,31
26,38
27,54
28,73
29,88
30,94
31,121
32,189
33,323
34,430
35,520
36,1205
37,1157
38,1392
39,3038
40,2082
41,1896
42,1230
43,1041
44,1003
45,909
46,839
47,669
48,656
49,639
50,562
51,560
52,524
53,532
54,491
55,486
56,510
57,464
58,470
59,421
60,432
61,419
62,482
63,492
64,463
65,443
66,509
67,444
68,496
69,478
70,471
71,506
72,517
73,528
74,518
75,607
76,623
77,632
78,669
79,665
80,699
81,649
82,661
83,725
84,694
85,718
86,694
87,701
88,717
89,771
90,756
91,778
92,761
93,779
94,835
95,838
96,856
97,821
98,930
99,893
100,898
101,981
102,923
103,906
104,991
105,1078
106,1000
107,998
108,1045
109,1152
110,1129
111,1118
112,1128
113,1151
114,1176
115,1197
116,1164
117,1229
118,1158
119,1253
120,1259
121,1291
122,1327
123,1335
124,1346
125,1386
126,1402
127,1445
128,1491
129,1485
130,1574
131,1624
132,1595
133,1627
134,1774
135,1757
136,1671
137,1747
138,1785
139,1768
140,1720
141,1751
142,1727
143,1793
144,1815
145,1805
146,1857
147,1910
148,1910
149,1901
150,1856
151,1961
152,2092
153,2044
154,2190
155,2127
156,2163
157,2239
158,2307
159,2173
160,2225
161,2173
162,2362
163,2299
164,2409
165,2426
166,2355
167,2383
168,2461
169,2444
170,2353
171,2463
172,2379
173,2386
174,2586
175,2816
176,2881
177,2920
178,2838
179,2771
180,2727
181,2768
182,2694
183,2614
184,2580
185,2541
186,2652
187,2605
188,2579
189,2829
190,2864
191,2903
192,2585
193,2865
194,2854
195,3043
196,3339
197,3115
198,2768
199,2867
200,3244
201,3105
202,3074
203,2936
204,3384
205,4018
206,3785
207,3416
208,3606
209,3108
210,2294
211,1924
212,1830
213,1258
214,1098
215,860
216,579
217,366
218,227
219,120
220,69
221,40
222,20
223,10
224,8
225,2
226,2
227,0
228,0
229,1
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,1
253,0
254,0
255,0
