value,count
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,1
10,30
11,272
12,735
13,956
14,1000
15,1111
16,1045
17,1072
18,1222
19,1158
20,1257
21,1198
22,1172
23,1116
24,1036
25,1117
26,975
27,1060
28,1029
29,1074
30,1008
31,905
32,879
33,891
34,821
35,801
36,760
37,801
38,695
39,701
40,602
41,555
42,523
43,537
44,501
45,513
46,453
47,357
48,369
49,337
50,314
51,314
52,291
53,279
54,256
55,249
56,212
57,217
58,217
59,188
60,182
61,151
62,136
63,147
64,114
65,98
66,103
67,114
68,92
69,87
70,76
71,68
72,66
73,53
74,54
75,50
76,45
77,41
78,51
79,38
80,38
81,38
82,35
83,29
84,28
85,25
86,22
87,15
88,20
89,13
90,24
91,18
92,12
93,11
94,12
95,11
96,13
97,9
98,11
99,12
100,9
101,8
102,8
103,7
104,8
105,7
106,5
107,8
108,5
109,5
110,5
111,4
112,3
113,5
114,4
115,1
116,3
117,6
118,3
119,2
120,3
121,0
122,3
123,3
124,0
125,5
126,4
127,2
128,4
129,4
130,0
131,1
132,3
133,2
134,1
135,1
136,1
137,1
138,0
139,0
140,1
141,1
142,1
143,1
144,3
145,1
146,0
147,0
148,1
149,0
150,0
151,3
152,1
153,0
154,0
155,0
156,0
157,0
158,1
159,1
160,2
161,1
162,0
163,1
164,1
165,1
166,0
167,0
168,0
169,2
170,0
171,0
172,1
173,1
174,2
175,0
176,0
177,1
178,0
179,0
180,1
181,0
182,0
183,0
184,0
185,0
186,1
187,1
188,0
189,0
190,1
191,0
192,0
193,1
194,0
195,0
196,0
197,1
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,1
210,1
211,0
212,1
213,0
214,0
215,0
216,1
217,0
218,0
219,0
220,1
221,1
222,0
223,2
224,0
225,0
226,0
227,2
228,0
229,2
230,2
231,0
232,1
233,0
234,0
235,0
236,0
237,0
238,1
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,2
250,0
251,0
252,0
253,1
254,1
255,0
