value,count
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,2
47,1
48,0
49,5
50,1
51,6
52,8
53,8
54,8
55,5
56,12
57,12
58,12
59,9
60,11
61,16
62,15
63,13
64,10
65,12
66,10
67,13
68,13
69,18
70,15
71,9
72,17
73,12
74,22
75,19
76,23
77,15
78,14
79,22
80,15
81,14
82,20
83,30
84,17
85,19
86,25
87,30
88,25
89,28
90,25
91,31
92,25
93,32
94,29
95,34
96,34
97,31
98,41
99,37
100,41
101,37
102,28
103,40
104,40
105,41
106,46
107,55
108,35
109,55
110,57
111,52
112,45
113,52
114,58
115,73
116,55
117,49
118,52
119,68
120,61
121,43
122,61
123,64
124,70
125,53
126,62
127,56
128,56
129,57
130,53
131,55
132,54
133,41
134,44
135,45
136,50
137,39
138,39
139,45
140,32
141,31
142,42
143,21
144,24
145,31
146,23
147,29
148,26
149,34
150,27
151,28
152,23
153,29
154,20
155,20
156,22
157,21
158,14
159,14
160,17
161,20
162,11
163,7
164,11
165,10
166,13
167,9
168,12
169,10
170,2
171,7
172,10
173,8
174,10
175,12
176,8
177,11
178,9
179,8
180,11
181,8
182,9
183,12
184,7
185,4
186,4
187,5
188,4
189,4
190,6
191,9
192,5
193,3
194,3
195,6
196,8
197,7
198,6
199,6
200,7
201,6
202,12
203,10
204,2
205,8
206,9
207,6
208,7
209,6
210,5
211,7
212,7
213,6
214,9
215,5
216,6
217,6
218,5
219,12
220,4
221,8
222,7
223,4
224,7
225,14
226,7
227,12
228,7
229,12
230,14
231,6
232,7
233,8
234,9
235,8
236,8
237,9
238,4
239,8
240,8
241,5
242,4
243,4
244,2
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
