value,count
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,2
45,2
46,2
47,0
48,1
49,2
50,3
51,3
52,2
53,1
54,2
55,4
56,6
57,1
58,3
59,5
60,2
61,8
62,8
63,3
64,6
65,3
66,8
67,5
68,2
69,6
70,3
71,7
72,9
73,11
74,7
75,4
76,7
77,7
78,3
79,7
80,7
81,6
82,9
83,9
84,7
85,6
86,7
87,9
88,15
89,10
90,16
91,10
92,10
93,9
94,10
95,10
96,11
97,9
98,9
99,15
100,13
101,12
102,11
103,11
104,13
105,18
106,14
107,8
108,10
109,15
110,9
111,13
112,11
113,13
114,13
115,9
116,16
117,8
118,10
119,14
120,14
121,11
122,16
123,12
124,9
125,8
126,13
127,12
128,8
129,4
130,7
131,6
132,6
133,4
134,3
135,2
136,1
137,4
138,3
139,2
140,4
141,1
142,3
143,1
144,1
145,1
146,2
147,1
148,2
149,1
150,1
151,2
152,1
153,2
154,3
155,1
156,2
157,2
158,1
159,0
160,0
161,0
162,1
163,0
164,1
165,1
166,1
167,1
168,0
169,0
170,2
171,1
172,2
173,3
174,0
175,0
176,3
177,0
178,0
179,4
180,3
181,2
182,1
183,0
184,2
185,3
186,0
187,1
188,3
189,2
190,2
191,2
192,1
193,2
194,3
195,2
196,2
197,3
198,0
199,1
200,1
201,0
202,3
203,3
204,1
205,4
206,2
207,1
208,3
209,2
210,2
211,2
212,1
213,5
214,0
215,0
216,0
217,1
218,4
219,0
220,2
221,2
222,3
223,2
224,2
225,3
226,2
227,0
228,2
229,3
230,0
231,2
232,1
233,3
234,2
235,0
236,3
237,4
238,4
239,3
240,6
241,7
242,3
243,7
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
